"","3","7","12"
"rte",0.0571195522228351,0.0899741084822766,0.151649259812545
"cola",0.0546371803011401,0.0999754754821307,0.136030999576918
"mrpc",0.0521401498885308,0.0946628575389494,0.156315876584843
"sst2",0.0503679390389736,0.0940895884129419,0.147013662454159
"qnli",0.0536718212631399,0.100190356391398,0.140708355575459
"qqp",0.0580404705760358,0.0929352268672224,0.149700675350982
